,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),group
0,0.09899966550000067,-9.6445777041917,11.045257386695999,-8.791541496922399,30.68006498011,49.5
1,0.29899993100000066,2.1451508745919994,24.53945116739,-7.894919030655,32.06855218175,49.5
2,0.4989990078000005,1.6034686871018005,-3.456604792658,1.0075968069379,11.63489599384,49.5
3,0.6989997347000005,-15.758931828127299,0.92147443655,-5.727382312568299,33.704012792069996,49.5
4,0.8989997873000006,0.8436388657470002,24.890958852199997,-8.524426500979999,32.8777488601,49.5
5,1.0989993284000006,2.5134778324639,1.295257115476,-0.08771456765399996,17.518140809130003,49.5
6,1.2989991589000005,-17.203425642410302,-0.23898323298400026,-4.3370455186004,32.40206434732,49.5
7,1.4989994457000002,1.579667402051,22.534552631309992,-8.517297761719998,31.079969608100004,49.5
8,1.698999470900001,-0.3599024135329998,6.325860986254002,-2.6043677276006,20.32246610081,49.5
9,1.8990000949000005,-13.515047173944012,1.7948672240637995,0.365026052099,23.256816270159998,49.5
10,2.0989993202000004,-6.1396370160460005,5.161007053783001,-5.9574800958013,20.720050353799998,49.5
11,2.2989994200000003,2.398170073451,15.844530487259997,-5.184179914019999,18.4761590504,49.5
12,2.4989988844000006,-1.228132685224,10.08599068128,1.6532860646945,11.537549102579998,49.5
13,2.6989989418000007,-13.345418015941995,18.351780593611,3.927604078194901,28.819952747749998,49.5
14,2.8989987790000002,-3.131828258748,12.52593053298,-7.487853818700688,22.220288152979997,49.5
15,3.098999021,-2.198996446627,14.472237025799,-5.504425286786099,23.400486988630004,49.5
16,3.2989991627,-20.044080134876996,-0.7979425397840001,1.1476216657715002,25.226702460440002,49.5
17,3.4987304161000004,-4.2338253686,7.9873023082856,-6.968306081367,16.512271425999998,49.5
18,3.698690401400001,0.9950033563730003,27.339649458009998,-9.300189733355989,36.0186040936,49.5
19,3.898690106500001,1.9538690936672998,-7.214097838508999,1.20551647194909,15.366065114969999,49.5
20,4.098690132800001,-16.206348306541198,5.215424248996989,-5.459246747686802,30.507119363580003,49.5
21,4.298689858500001,3.0485639431704006,23.59741647231,-8.617067103612,31.6955958937,49.5
22,4.4986899112000005,0.6523271931662002,1.8488923712389993,-0.20058922293031992,17.15540786469,49.5
23,4.698689591200001,-15.996556344408003,0.3672795213289996,-0.9954851633993003,29.55497382452,49.5
24,4.898689818200001,1.0125109317726,17.74323418102,-7.5679728293189985,25.731328801899995,49.5
25,5.098689902,-0.8124753459049999,12.749384360876002,-2.5317186565099696,20.06301054298,49.5
26,5.298688843100001,-14.913536305787199,-1.4814781241039998,3.1433294314218,23.467924065449996,49.5
27,5.4986900275,-5.934810036801,8.055468204407001,-6.454091395794999,16.66184617195,49.5
28,5.698690109800001,-0.2522710639141,17.29839462287,-5.364235835075,19.4509977116,49.5
29,5.8986893966,1.488564975742,4.57373028247699,2.7871500447086004,9.4494317167,49.5
30,6.098689822500001,-11.83919877798,11.748251898056,3.3152959569833005,18.8075022328,49.5
31,6.298689084399999,-7.47617919317,13.59841329326,-6.243359716242,26.46376838186,49.5
32,6.49868966,3.0817416167079994,19.89128208645,-5.280830832292201,22.969173953290007,49.5
33,6.698689661500001,-5.7149804032052,3.6384653185460003,4.4850400833351,9.43746289366,49.5
34,6.898689208400001,-14.262624585089998,7.171885156803,-3.1639555391638097,28.454777016210002,49.5
35,7.098689000400002,-1.4120612796650003,16.40572538819,-8.743819187599998,25.04055559171,49.5
36,7.298689554700001,-0.6355168725432,17.7708244691447,-4.0574685835521,22.07234632742,49.5
37,7.498689249500001,-7.770564181281,-9.81227056492,2.116731673922,16.2704270768,49.5
38,7.698689532300001,-9.670955770429,10.209528460471,-7.264145656818,23.92680909615,49.5
39,7.8986892401,0.1590078913,24.011763095330007,-6.039143380943599,29.167951716280005,49.5
40,8.098689588000003,1.5823309009851,1.253774598791,-0.5086361726011301,10.97043673726,49.5
41,8.298689557800001,-14.142696050462002,1.714933813831,-2.8567285193311007,28.72753212251,49.5
42,8.4986892067,-3.2911594308899996,16.800690921120005,-6.270659684509599,22.97953303644,49.5
43,8.698689235400002,3.184626493303,16.926637883176998,-4.028352109974,22.31498879274,49.5
44,8.8986887573,-11.265485197291,-8.906247753979999,3.4657565791469005,18.58755695958,49.5
45,9.0986892074,-10.334841012219599,12.17230398796,-7.731619442849999,26.738903753369996,49.5
46,9.2986891771,1.3206835490979996,18.315008639644997,-5.043960487776,22.8245879505,49.5
47,9.4986891709,3.096837047951401,5.799286274447999,0.0952652938535,9.017685351670002,49.5
48,9.698688765,-8.0506767795223,12.792701468440002,1.3713747882069,16.67394196266,49.5
49,9.8986893349,-9.328836403609,11.550532809792001,-4.543341870359001,26.85970621327,49.5
